objectid,eser_adi,muellif_adi,cild_adedi,sayfa_no,ilave_notlar,kaynak
derc_0001,Tarih-i Devlet-i Osmaniye,Abdurrahman Şeref Efendi,2,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0002,Fezleke-i Tarih-i Devlet-i Osmaniye,Abdurrahman Şeref Efendi,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0003,Fezleke-i Tarih-i Düvel-i İslâmiye,Abdurrahman Şeref Efendi,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0004,Zübdetü'l-Kısas,Abdurrahman Şeref Efendi,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0005,Tarih-i Umumî,Sami Bey,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0006,Fezleke-i Tarih-i Umumî,Ali Tevfik Bey,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0007,Manzara-i İber (Roma Tarihi),Giridî Cevdet Bey,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0008,Mücmel Tarih-i Umumî,Muhyiddin Bey,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0009,Tarihçe-i Lisan-ı Osmanî,Mehmet Fuat Bey,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0010,Tarih-i Umumî,Hakkı Paşa,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0011,Muharebat-ı Bahriye-i Osmaniye,Süleyman Nutkî Bey,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0012,Muhtasar İslâm Tarihi,Hakkı Paşa,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0013,Muhtıra-i Tarih-i Âlem,Halid Efendi,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0014,Tarih-i Sanayi',Mehmed Ziya Bey,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0015,Yâdigâr-ı İslâm,Trabzonlu Tahsin Efendi,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0016,Tarih-i İ'malât ve Keşfiyat,Filibeli Vasfi Efendi,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0017,Tarih-i Hukuk-i Beyne'd-Düvel,Hakkı Paşa,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0018,İspanya ve Portekiz Tarihi,Nazım Paşa,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0019,Rodos Tarihi,Ziver Bey,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0020,Kıbrıs Tarihi,Ziver Bey,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0021,"Mir'ât-ı Adalet, Tarihçe-i Adliye-i Devlet-i Aliye",Lütfi Efendi,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0022,Beyân-ı Hakikat,(Haydar Bey) Ahmed Şükrü Bey-zâde,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0023,Mir'ât-ı Tarih-i Osmanî,"Şevkî, Aziz, Sami Beyler",1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0024,Hulâsatü'l-Kelâm Fî Meâsir-i İslâm,Sami Bey,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0025,Enhârü't-Tevârih,Hüseyin Avni Bey,1,162,Atlas tarzındadır,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0026,Medeniyet-i İslâmiye,Ali Vehbi Efendi,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0027,Muhtasar Musavver Osmanlı Tarihi,Reşad Bey,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0028,Âçe Tarihi,Mehmed Ziya Bey,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0029,Zeyl-i Muharebat-ı Bahriye-i Osmaniye,Ali Rıza Seyfi Bey,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0030,Menâziru'l-Âsâr,Seyyid Abdü'l-Zâde Amasyalı Tahir Efendi,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0031,Vak'a-yi Garibe-i Ahzâb,,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0032,Şimalden Ma'lûmat (Rus Tarihi),İsmail Hakkı Bey,1,162,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0033,Arapların Terakkiyat-ı Medeniyeleri,Ahmed Rasim Bey,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0034,İlm-i Ahvâl-i Akvam,Osman Bey,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0035,Şam Tarihi,Lütfi Bey,1,163,Tamam değildir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0036,Hıtte-i Hicaziye ve Evsâf-ı Haremeyn-i Şerifeyn,Hüseyin Tahsin Efendi,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0037,Karadağ,Kâmil Efendi,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0038,Terceme-i Tarih-i İtalya,Abdülhalim Bey,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0039,Mücmel Kurûn-i Vüsta Tarihi Tercemesi,Ahmed Tevfik Bey,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0040,Avrupa Medeniyetinin Esasına Bir Nazar,Musa Bey,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0041,Tarih-i Harp,Osman Senâî Bey,3,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0042,Trabzon Tarihi,Trabzonlu Şakir Şevket Efendi,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0043,Küçük Osmanlı Tarihi,Hakkı Paşa,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0044,Vesâik-i Kadîme-i Edebiye,Mehmed Ziya Bey,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0045,Kitab,Necîb Âsım Bey,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0046,Tarih-i Bosna Der Zaman-ı Hekîmoğlu Ali Paşa,Ömer Efendi,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0047,Vak'a-yi Hayret-nümâ (Sırbistan Tarihi),Belgradlı Şakir Paşa,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0048,Tarih-i Girid,Hüseyin Kâmî Bey,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0049,Kâşgar Tarihi,Mehmed Âtıf Efendi,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0050,Plevne Müdâfaası,Ahmed Cemal Bey,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0051,Kudemâ-i Mülûk-i Mısriyye Tarihi,Halîl Şerif Paşa,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0052,Ezhâr-ı Tarihiyye,Ahmed Rasim Bey,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0053,Tarih-i Muhtasar-ı Beşer,Ahmed Rasim Bey,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0054,Küçük Tarih-i Umumî,Mehmed Ali Aynî Bey,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0055,Eski Romalılar,Ahmed Rasim Bey,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0056,Elsine-i Garbiyye Edebiyat ve Üdebâsı,Nüzhet Bey,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0057,Muhtasar Tarih-i İslâm,Ahmed Rasim Bey,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0058,Yeni Osmanlı Tarihi,İbrahim Necati Bey,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0059,Fenike Tarihi,Mehmed Cemal Bey,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0060,Dömeke Meydan Muharebesi,Osman Senâî Bey,3,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0061,Dreyfüs Meselesi ve Esbâb-ı Hakikiyesi,Ali Reşad ve İsmail Hakkı Beyler,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0062,Muhtasar Tarih-i Hadramut,Reşid Efendi,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0063,Feth-i Kostantiniyye ve Ta'rif-i Ayasofya,,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0064,"Keşfiyyat-ı Cezayir, Bahr-i Muhît ve Amerika",Mehmed Raif Efendi,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0065,Tarih-i Harp,Hüseyin Bey,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0066,Plevne Tarih-i Harbi,Tal'at Bey,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0067,Tarih-i Medeniyet,Ahmed Bey,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0068,Fransa Tarih-i Askerîsi,Muhyiddin Bey,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0069,Arnavutluk ve Arnavutlar,Ali Dâniş Bey,1,163,Tercemedir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0070,Hey'et-i Sâbıka-i Kostantiniyye,,1,163,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0071,Tarih-i Fenn-i Harp,Hasan Rıf'at Efendi,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0072,Küçük Tarih-i Müslimîn,Ali Nezimâ Bey,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0073,Ordu Kumandanı Napolyon,Osman Senâî Bey,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0074,Vak'a-yi Fil,İyvarineli Eyyüb Sabri Efendi,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0075,Türk Tarihi,Necîb Âsım Bey,2,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0076,Mir'ât-ı Menâkıb-ı Harbiye: Devlet-i Aliye - Yunan Muharebesi,,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0077,Fütûhu'l-Haremeyn,Abdullah İbn-i Hüseyin el-Erzincanî,1,164,"Manzum, yazma","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0078,Tezkiretü't-Tevârih,Mahmud ibn-i Mehmed eş-Şehîr Bi-Kerîm Aksarayî,1,164,Yazma,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0079,Tarih-i Mora,Süleyman Efendi,1,164,Yazma,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0080,Fransa Tarih-i Edebiyatı (Medhal),Uşşâkîzâde Halit Ziya Bey,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0081,İspanya ve Amerika İhtilâfı,Mehmed İzzet Bey,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0082,Fetihnâme-i Siketvar,Defterdar Seyfullah Efendi,1,164,Yazma,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0083,Tarihçe-i Fenn-i Musikî,M. Emîn Bey,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0084,Hulâsatü'l-Vekayi',Osman Hilmi Efendi,1,164,1849,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0085,Tabsıretü'l-Eşkiyâ: 1266 Bosna Vukuatı,Abdî Efendi,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0086,Terceme-i Hıtât-ı Makrızî,Zenbillizâde Abdülbâkî Efendi,1,164,Yazma,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0087,Tarih-i Feth-i Hanya,Fahri Bey,1,164,Yazma,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0088,Teselya Ma'rekesinde Tercemesi,Cemaleddin Bey,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0089,Müdâvele-i Efkâr (Devlet-i Aliye - Yunan Muharebesi),Abdî Tevfik Efendi,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0090,Terakkiyat-ı İlmiye ve Medeniye,Ahmed Rasim Bey,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0091,Kavânîn-i Roma Tarih-i Mücmeli,Vahid Efendi,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0092,Muâhedat Mecmuası,,4,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0093,Süleymanname,Bursalı Şemsî,1,164,Yazma,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0094,Amerika Tarih-i Keşfi Tercemesi,Abdülgaffar Enîsî Efendi,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0095,Bağdad'da Kölemen Hükümeti,Mehmed Sabit Bey,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0096,Manzum Vak'a-yi Kerbelâ,Nureddin Efendi,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0097,Esrar-ı Farmason,Mehmed Emin Bey,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0098,Vak'a-i Eshâb-ı Kehf,Şükrü Efendi,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0099,Türkistan Seyahatnamesi,Bahriyeden Ahmed Efendi,1,164,Tercemedir,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0100,Mir'âtü'ş-Şuûn,Yusuf Suad Bey,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0101,Fetihname-i Estergon ve Estoni-i Belgrad,Sinan Çavuş,1,164,Yazma,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0102,Mısır Ehramları Tercemesi,Muhyiddin Bey,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0103,Mücmel,Süleyman Bey,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0104,En Eski Türk Yazısı,Necîb Âsım Bey,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0105,Tesalya ve Yenişehir,Tüccarzâde İbrahim Hilmi Efendi,1,164,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0106,Zafernâme,Edirneli Hâtifî Abdurrahman Efendi,1,164,Yazma,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0107,Süleymanname,Kastamonulu Harîrî,1,165,Yazma,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0108,Tarih-i Sefer-i Hotin,Mehmed Kîlârî,1,165,Yazma,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0109,Amerika Tarihi Tercemesi,Ayıntabî Abdullah Efendi,1,165,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0110,Tarih-i Hukuktan Bir Sahife,Kemalpaşazâde Saîd Bey,1,165,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0111,Musavver Tarih-i Ümem,Emin Bey,1,165,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0112,1244/1245 Devlet-i Aliye - Rusya (Seferî Tercemesi),Sabri Bey,1,165,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0113,Asya-yi Şarkîye Seyahat,Ahmed İhsan Bey,1,165,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0114,Vak'a-yi Kerbelâ,Edhem Bey,1,165,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0115,Hâdise-i Kerbelâ: Terceme-i Hâl-i İmam-ı Hüseyin,Ali Rıza Efendi,1,165,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
derc_0116,Evşâl-i Şecere-i Türkîye,Ebu'l-Gazî Bahadır Hân,1,165,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tarihçiler Faslı - Derç Edilmemiş Olan Tarih Kitabları"
